Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year
Sophia Tran,Female,33,Vietnamese,9,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4,600,1300000,75000,5,ISTJ,"$300,000"
Oliver Tran,Male,31,Vietnamese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Ava Khan,Female,32,Indian,9,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Daniel Lee,Male,29,Korean,8,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Sophia Rodriguez,Female,34,Mexican,9,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,32,Korean,9,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ESFP,"$280,000"
Emma Garcia,Female,30,Mexican,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Noah Hernandez,Male,34,Mexican,9,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Sophia Tran,Female,31,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Oliver Nguyen,Male,29,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Emma Tran,Female,35,Vietnamese,9,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Liam Nguyen,Male,33,Vietnamese,9,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Sophia Kim,Female,30,Korean,7,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,50000,4,ENFJ,"$220,000"
Oliver Tran,Male,32,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2,400,850000,45000,4,INTP,"$200,000"
Emma Lee,Female,31,Korean,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Liam Nguyen,Male,29,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Sophia Tran,Female,35,Vietnamese,8,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Oliver Nguyen,Male,37,Korean,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,30,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,32,Vietnamese,9,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,31,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,33,Vietnamese,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Kim,Female,29,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,31,Vietnamese,9,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,30,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,32,Vietnamese,9,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Amelia White,Female,28,American,6,Fitness & Wellness,8,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,2,300,700000,35000,4,INFJ,"$180,000"
Ethan Thompson,Male,35,Australian,10,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$200,000"
Priya Shah,Female,31,Indian,8,Technology & Innovation,9,"Software Development, Data Analytics, AI",Master's Degree in Computer Science,5,500,1200000,60000,5,INTP,"$250,000"
David O'Malley,Male,30,Irish,7,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,350,800000,40000,4,ENTP,"$180,000"
Jasmine Chen,Female,29,Chinese,8,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Takumi Yamamoto,Male,33,Japanese,9,Culinary Arts,8,"Chef, Food Styling, Recipe Development",Culinary School,4,500,1100000,55000,5,ISTJ,"$250,000"
Sofia Rodriguez,Female,31,Mexican,8,Gaming & Streaming,9,"Gaming Skills, Commentary, Esports",Bachelor's Degree in Game Design,2,400,850000,42000,4,INTJ,"$220,000"
Juan Carlos Lopez,Male,34,Mexican,9,Comedy & Entertainment,7,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,380,820000,41000,4,ESFP,"$190,000"
Emma Khan,Female,27,Indian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFP,"$170,000"
Lucas Nguyen,Male,32,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,300,800000,40000,4,ISFP,"$200,000"
Zara Tran,Female,29,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Joshua Kim,Male,30,Korean,9,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$190,000"
Neha Patel,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Ryan Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$210,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1100000,55000,5,INTP,"$250,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$210,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1100000,55000,5,INTP,"$250,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$210,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1100000,55000,5,INTP,"$250,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1100000,55000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",,,,,,,,
Sophia Patel,Female,27,Indian,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Yoga Instruction",Bachelor's Degree in Exercise Science,3,450,850000,43000,4,INFJ,"$190,000"
Ethan Thompson,Male,34,British,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,INTP,"$210,000"
Sofia Khan,Female,30,Pakistani,7,Technology & Innovation,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,500,1000000,50000,5,INTJ,"$230,000"
Lucas Lopez,Male,31,Spanish,8,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,350,800000,40000,4,ENFP,"$200,000"
Emma Chen,Female,29,Chinese,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,900000,45000,4,INFJ,"$210,000"
Takumi Yamamoto,Male,35,Japanese,10,Food & Cooking,9,"Chef, Food Styling, Recipe Development",Culinary School,5,550,1100000,55000,5,ISTJ,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Martinez,Male,32,Mexican,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Isabella Kim,Female,28,Korean,6,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Liam Nguyen,Male,33,Vietnamese,9,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,850000,42000,4,ISFP,"$220,000"
Nora Tran,Female,31,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Daniel Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Priya Sharma,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$230,000"
Adam Wilson,Male,30,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$220,000"
Aisha Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Evan Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Patel,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Zara Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1000000,50000,5,INTP,"$240,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
